service_name,count,total_revenue,avg_price,min_price,max_price,first_seen_date,first_invoice_id
Add SSD 256 Nvme + Instll Windows + Orignal Drivers and Basic Programs,1,1250.00,1250.00,1250.00,1250.00,2024-11-23,870
Repairing damage caused by liquid spillage and replacing damaged components,1,2350.00,2350.00,2350.00,2350.00,2024-09-05,729
External hard disk 1Tb HBV2GE,1,1600.00,1600.00,1600.00,1600.00,2024-11-30,880
External hard disk 1Tb  PPV7T,1,1600.00,1600.00,1600.00,1600.00,2024-11-30,880
Fix PSID Circuit,1,650.00,650.00,650.00,650.00,2024-11-30,879
Fix Power Circuit $ Change IO Controller,1,1050.00,1050.00,1050.00,1050.00,2024-11-19,865
Change HP Zbook G3 Orignal Battery,1,1950.00,1950.00,1950.00,1950.00,2024-12-01,882
Orignal Dell Charger,1,1350.00,1350.00,1350.00,1350.00,2024-12-01,882
Lenovo Ideapad ruler Color Gold,1,500.00,500.00,500.00,500.00,2024-12-01,882
Install Windows + Basic Programs + Orignal Drivers Free,1,0.00,0.00,0.00,0.00,2024-12-01,882
Change Battery For HP 650 G2,1,1150.00,1150.00,1150.00,1150.00,2024-12-01,883
Change Battery For HP 840 G4,1,1150.00,1150.00,1150.00,1150.00,2024-12-01,883
Change Battery For HP G62,1,1150.00,1150.00,1150.00,1150.00,2024-12-01,883
ADD New RTC Battery,1,150.00,150.00,150.00,150.00,2024-12-01,883
Back,1,450.00,450.00,450.00,450.00,2024-12-04,884
Wireless mouse,1,230.00,230.00,230.00,230.00,2024-12-04,884
اصلاح المفصلات ولحام سوكت الباور,1,700.00,700.00,700.00,700.00,2024-12-04,885
Fix And RePrograming Bios & Fix Data Signal,1,3350.00,3350.00,3350.00,3350.00,2024-11-28,875
Parts,1,1170.00,1170.00,1170.00,1170.00,2024-11-28,875
Screen Laptop,1,800.00,800.00,800.00,800.00,2024-11-28,875
New Flash Disk 64G OTG,1,425.00,425.00,425.00,425.00,2024-11-28,875
جهاز 5 ميجا 8 مخرج,1,1750.00,1750.00,1750.00,1750.00,2024-12-05,891
كاميرا 5 ميجا عدد 5*700,1,3500.00,3500.00,3500.00,3500.00,2024-12-05,891
لفه كابلات,1,1000.00,1000.00,1000.00,1000.00,2024-12-05,891
هارد 1T,1,1300.00,1300.00,1300.00,1300.00,2024-12-05,891
بواط 10*10,1,200.00,200.00,200.00,200.00,2024-12-05,891
كونكتور 10*16,1,160.00,160.00,160.00,160.00,2024-12-05,891
Cooling System Maintenance & Fix Power Issue - Reset,1,950.00,950.00,950.00,950.00,2024-12-04,888
Subscribe 3 Autodesk accounts,1,1500.00,1500.00,1500.00,1500.00,2024-12-07,892
Maintenance visit,1,650.00,650.00,650.00,650.00,2024-12-07,892
New Orignal Battery,1,3650.00,3650.00,3650.00,3650.00,2024-12-08,897
ADD 1T HDD,1,1550.00,1550.00,1550.00,1550.00,2024-12-08,897
FUll Test 2 Devise,1,150.00,150.00,150.00,150.00,2024-11-25,872
Fix Power Circuit And Change Damaged components,1,1150.00,1150.00,1150.00,1150.00,2024-12-08,896
Rebuild Bios & RePrograming,1,850.00,850.00,850.00,850.00,2024-12-10,902
10% Discount,1,-85.00,-85.00,-85.00,-85.00,2024-12-10,902
Fix and re Programming Bios,1,650.00,650.00,650.00,650.00,2024-12-10,903
Change Mini Board,1,550.00,550.00,550.00,550.00,2024-11-27,873
Change New IO,1,750.00,750.00,750.00,750.00,2024-11-27,873
Fix Power SW Circuit Issues,1,650.00,650.00,650.00,650.00,2024-11-27,873
Fix RunPower Circuit,1,1100.00,1100.00,1100.00,1100.00,2024-11-30,877
Fix Bios and re Programming,1,750.00,750.00,750.00,750.00,2024-11-24,871
Deactivate Vega,1,450.00,450.00,450.00,450.00,2024-11-24,871
Resit,1,0.00,0.00,0.00,0.00,2024-12-18,908
First visit,1,650.00,650.00,650.00,650.00,2024-12-07,893
Second visit,1,1950.00,1950.00,1950.00,1950.00,2024-12-07,893
Fix Hosing H Right,1,550.00,550.00,550.00,550.00,2024-12-21,911
23% discount on periodic maintenance,1,-200.00,-200.00,-200.00,-200.00,2024-12-14,906
Change Power Socket High Qyilty,1,850.00,850.00,850.00,850.00,2024-12-21,910
Add RAM 4G PC3,1,390.00,390.00,390.00,390.00,2024-12-24,918
Change 2 USB To Latitude 5580,1,700.00,700.00,700.00,700.00,2024-12-26,923
Fix Slow Post Precision 7550,1,450.00,450.00,450.00,450.00,2024-12-26,923
Fix Power System Circuit For 5470,1,550.00,550.00,550.00,550.00,2024-12-26,923
Fix Chirging Circuit For Zbook G3,1,650.00,650.00,650.00,650.00,2024-12-26,923
Cooling System Maintenance Pro + Clean Lequid Damige,1,1100.00,1100.00,1100.00,1100.00,2024-12-28,924
Fix Power Issue Compensate for important signals for io,1,1650.00,1650.00,1650.00,1650.00,2024-12-15,907
Cooling System Maintenancضe,1,650.00,650.00,650.00,650.00,2024-12-15,907
Descount 20% on Cooling System,1,-130.00,-130.00,-130.00,-130.00,2024-12-15,907
Fix Lequid Damige + Fix Touchpad Circuit,1,850.00,850.00,850.00,850.00,2024-12-21,914
t-2323,1,1800.00,1800.00,1800.00,1800.00,2025-01-01,932
5 Mouse Orignal,1,500.00,500.00,500.00,500.00,2025-01-07,937
New Type C Charger,1,850.00,850.00,850.00,850.00,2025-01-07,937
Planted a new pin for the RAM port,1,750.00,750.00,750.00,750.00,2025-01-05,934
add ssd 256 + Install HD + Install Windows + Basic Programs + Orignal Drivers,1,1350.00,1350.00,1350.00,1350.00,2025-01-09,948
The rest of the laptop account,1,1600.00,1600.00,1600.00,1600.00,2025-01-09,948
Fix Power Issue + (Fix Mini Board Diversion and fix flat),1,1850.00,1850.00,1850.00,1850.00,2025-01-06,936
Cooling System Maintenance For Legion 5,1,350.00,350.00,350.00,350.00,2025-01-04,933
Change Nwe Battery,1,1350.00,1350.00,1350.00,1350.00,2025-01-07,944
Screw set,1,150.00,150.00,150.00,150.00,2025-01-07,944
Fix Power And Charging Circuit,1,2200.00,2200.00,2200.00,2200.00,2024-12-30,930
شاحن hp 65w,1,450.00,450.00,450.00,450.00,2025-01-16,954
اصلاح دايره الشحن,1,750.00,750.00,750.00,750.00,2025-01-18,957
ADD SSD 256G NVME + Install HD + Install Windows + Basic Programs + Orignal Drivers,1,1450.00,1450.00,1450.00,1450.00,2025-01-19,959
High Copy Battery,1,1350.00,1350.00,1350.00,1350.00,2025-01-19,959
Install 6 Adobe programs ×75,1,450.00,450.00,450.00,450.00,2025-01-19,960
Install 3 autodisk programs ×75,1,225.00,225.00,225.00,225.00,2025-01-19,960
Activate two accounts on Autodesk × 550 Per one Year,1,1100.00,1100.00,1100.00,1100.00,2025-01-19,960
Keyshot,1,150.00,150.00,150.00,150.00,2025-01-19,960
Rhino,1,150.00,150.00,150.00,150.00,2025-01-19,960
Install Fusion 360,1,50.00,50.00,50.00,50.00,2025-01-19,960
HDD 1TB SN:WXL1AC5KEK48,1,1350.00,1350.00,1350.00,1350.00,2025-01-19,961
Fix Power Circuit & Charging Circuit,1,1750.00,1750.00,1750.00,1750.00,2025-01-07,942
hdd 500,1,600.00,600.00,600.00,600.00,2025-01-20,963
rak,1,150.00,150.00,150.00,150.00,2025-01-20,963
Rebtograming Bios And Rebuild,1,2100.00,2100.00,2100.00,2100.00,2025-01-19,958
hp T.C Charger High Copy,1,850.00,850.00,850.00,850.00,2025-01-22,970
شاشه FHD 144,1,3750.00,3750.00,3750.00,3750.00,2025-01-23,973
ssd128,1,950.00,950.00,950.00,950.00,2025-01-27,975
ram8,1,850.00,850.00,850.00,850.00,2025-01-27,975
battre,1,950.00,950.00,950.00,950.00,2025-01-27,976
144HZ Change New Screen 15.6 Led,1,3950.00,3950.00,3950.00,3950.00,2025-01-28,982
Coolig System Pro,1,550.00,550.00,550.00,550.00,2025-02-02,987
Fix Ram Circuit & ReSoldring Ram Socket,1,1250.00,1250.00,1250.00,1250.00,2025-01-27,977
Desible Internal RAM + Install Windows + Basic Programs + Orignal Drivers,1,1450.00,1450.00,1450.00,1450.00,2025-01-05,935
Orignal Lenovo Ideabad Charger 65W,1,850.00,850.00,850.00,850.00,2025-02-05,993
شاحن dell هاي كوبي,1,390.00,390.00,390.00,390.00,2025-02-05,997
Fix Power Issue And Change RTC Battery,1,925.00,925.00,925.00,925.00,2025-02-04,991
Install Windows All + Cady + instlathin,1,350.00,350.00,350.00,350.00,2025-02-10,1008
Cooling System Maintenance Gamming Pro,1,1200.00,1200.00,1200.00,1200.00,2025-02-10,1006
ADD SSD 128G + Cady + Install HD + Install Windows + Basic Programs + Orignal Drivers,1,900.00,900.00,900.00,900.00,2025-02-11,1010
Add RAM 8G DDR4,1,750.00,750.00,750.00,750.00,2025-02-11,1010
ويندوز,1,150.00,150.00,150.00,150.00,2025-02-09,1002
Fix Power Issue Fix RTC Circuit Conflict,1,1150.00,1150.00,1150.00,1150.00,2025-02-02,989
Fix Hosing CD,1,850.00,850.00,850.00,850.00,2025-02-06,1000
خصم من تكلفه الهاوسنج,1,-100.00,-100.00,-100.00,-100.00,2025-02-06,1000
تغير بطاريه,1,2150.00,2150.00,2150.00,2150.00,2025-02-13,1012
تركيب Ssd,1,1150.00,1150.00,1150.00,1150.00,2025-02-20,1020
HDD 500,1,550.00,550.00,550.00,550.00,2025-02-24,1026
Instal HD + Install software + All Programs and All Orignal Drivers,1,200.00,200.00,200.00,200.00,2025-02-24,1026
اصلاح المفصلات,1,550.00,550.00,550.00,550.00,2025-02-22,1021
Change IO And Fix Pin ID Circuit,1,1750.00,1750.00,1750.00,1750.00,2025-01-11,950
بطاريه hp 840 g3,1,950.00,950.00,950.00,950.00,2025-02-26,1045
Install software + All Programs and All Orignal,1,1150.00,1150.00,1150.00,1150.00,2025-02-23,1025
Visit on 16-1-2025,1,750.00,750.00,750.00,750.00,2025-03-02,1049
Visit on 29-1-2025,1,1350.00,1350.00,1350.00,1350.00,2025-03-02,1049
Renew landline internet subscription 29-1-2025,1,85.00,85.00,85.00,85.00,2025-03-02,1049
Visit on 6-2-2025,1,650.00,650.00,650.00,650.00,2025-03-02,1049
M.2 260 - تنزيل ويندوز,1,1350.00,1350.00,1350.00,1350.00,2025-03-10,1063
Fix Backlight Circuit,1,950.00,950.00,950.00,950.00,2025-02-25,1043
صيانه دويه,1,550.00,550.00,550.00,550.00,2025-02-25,1043
New Charger 65W,1,390.00,390.00,390.00,390.00,2025-03-06,1056
Fix RTC And Change Battery,1,200.00,200.00,200.00,200.00,2025-03-06,1056
Change Bios IC And RePrograming,1,950.00,950.00,950.00,950.00,2025-03-11,1065
-SSD128Install software + All Programs and All Orignal Drivers,1,1100.00,1100.00,1100.00,1100.00,2025-03-06,1055
RTC,1,200.00,200.00,200.00,200.00,2025-03-06,1055
شاحن,1,390.00,390.00,390.00,390.00,2025-03-06,1055
Reset Bios and PCH Connections,1,350.00,350.00,350.00,350.00,2025-03-12,1066
ADD SSD 128G + Install HD + Install Windows + Basic Programs + Orignal Drivers,1,1100.00,1100.00,1100.00,1100.00,2025-03-15,1071
ADD Ram 4G,1,425.00,425.00,425.00,425.00,2025-03-15,1071
Fix Power SW Circuit + Change Switch + Cover,1,650.00,650.00,650.00,650.00,2025-03-06,1057
بطاريه hp,1,1150.00,1150.00,1150.00,1150.00,2025-03-18,1073
هارد 8 tb purple,1,7900.00,7900.00,7900.00,7900.00,2025-03-19,1074
Removing traces of liquid and fixing the problems resulting from it,1,1250.00,1250.00,1250.00,1250.00,2025-03-24,1077
Fix Power Issue (Charging and Power Circuit),1,2275.00,2275.00,2275.00,2275.00,2025-03-08,1061
تم تغيير الهارد بهد تاني,1,0.00,0.00,0.00,0.00,2025-03-24,1076
تم اعاده لحام سوكت البكاريه و اعاده لحام وتعويض التراكات المتضرره,1,250.00,250.00,250.00,250.00,2025-03-19,1075
Fix Screen Issue,1,850.00,850.00,850.00,850.00,2025-03-15,1070
3tb purple,1,2850.00,2850.00,2850.00,2850.00,2025-03-27,1078
تغير كيبورد,1,800.00,800.00,800.00,800.00,2025-03-27,1079
Change New Power Socket High Quilty,1,450.00,450.00,450.00,450.00,2025-03-27,1080
New Charger Dell New Pin 65W,1,390.00,390.00,390.00,390.00,2025-03-27,1080
Fix Power Old Power Socket,1,0.00,0.00,0.00,0.00,2025-03-27,1080
Fix TP For HP 840 G5,1,0.00,0.00,0.00,0.00,2025-03-27,1080
Fix Sockets Broken,1,300.00,300.00,300.00,300.00,2024-11-30,876
Change New Keyboard For ZBook 15 G3,1,1000.00,1000.00,1000.00,1000.00,2025-03-28,1082
Change New Keyboard For Lenovo Ideabad 520,1,1200.00,1200.00,1200.00,1200.00,2025-03-28,1082
-128 ssdInstall software + All Programs and All Orignal Drivers,1,1150.00,1150.00,1150.00,1150.00,2025-03-29,1083
Fix Hosing (Lift),1,1450.00,1450.00,1450.00,1450.00,2025-03-30,1084
Chaange Full Hosing,1,4650.00,4650.00,4650.00,4650.00,2025-04-07,1088
Fix RAM Circuit + RePrograming Bios,1,1450.00,1450.00,1450.00,1450.00,2025-04-14,1090
Fix Power System Curcuit (5v),1,1200.00,1200.00,1200.00,1200.00,2025-04-07,1087
كيبورد 650 g3,1,400.00,400.00,400.00,400.00,2025-04-28,1100
RAM 8G,1,775.00,775.00,775.00,775.00,2025-05-05,1111
Lenovo | Change USB Socket,1,350.00,350.00,350.00,350.00,2025-05-05,1112
Dell Precision 7530 | No Power – Fix Power System Circuit + Reprogram BIOS,1,850.00,850.00,850.00,850.00,2025-05-05,1112
Dell Precision 5520 Fix Unon Charger 3 Laptop,1,1200.00,1200.00,1200.00,1200.00,2025-05-05,1112
Dell Precision 7530 | Unlock BIOS Password ×2,1,1300.00,1300.00,1300.00,1300.00,2025-05-05,1112
Dell G15 | Sound | Change Sound IC,1,750.00,750.00,750.00,750.00,2025-05-05,1112
Dell Latitude 5480 | Fix Cam & USB,1,350.00,350.00,350.00,350.00,2025-05-05,1112
HP Probook 650 G2 | Unlock Bios Password  2 Laptops,1,700.00,700.00,700.00,700.00,2025-05-05,1112
4 Laptop Elitebook 1030 G3 (Ahmed Fawzy) | Fix Screen Spot,1,0.00,0.00,0.00,0.00,2025-05-05,1112
HP Zbook G5 | No Sound And No Power | Change 2 IC BIOS Chip + Reprograming,1,1100.00,1100.00,1100.00,1100.00,2025-05-05,1112
1800,1,0.00,0.00,0.00,0.00,2025-05-03,1103
550,1,0.00,0.00,0.00,0.00,2025-05-03,1103
ReProgrraming Bios,1,450.00,450.00,450.00,450.00,2025-05-08,1114
Channge Hings + Hings Cover,1,925.00,925.00,925.00,925.00,2025-05-05,1108
Free Screw Set,1,0.00,0.00,0.00,0.00,2025-05-05,1106
Install New RTC Battery,1,1350.00,1350.00,1350.00,1350.00,2025-05-04,1105
Add New Main Battery + Flat Cable,1,150.00,150.00,150.00,150.00,2025-05-04,1105
Install Drivers & Basic Programs,1,0.00,0.00,0.00,0.00,2025-05-04,1105
Install New SSD 256GB + Install Windows + Drivers & Basic Programs,1,1200.00,1200.00,1200.00,1200.00,2025-05-04,1104
تغيير فان P1,1,1850.00,1850.00,1850.00,1850.00,2025-05-11,1121
Change 16GB DDR4 2666 Ram,1,800.00,800.00,800.00,800.00,2025-05-12,1122
T-2323P,1,1800.00,1800.00,1800.00,1800.00,2025-05-13,1123
Replace the main battery with a new one,1,2100.00,2100.00,2100.00,2100.00,2025-05-09,1116
ADD New Bios IC + Programing,1,475.00,475.00,475.00,475.00,2025-05-11,1119
Remove traces of liquid and replace damaged components.,1,200.00,200.00,200.00,200.00,2025-05-11,1119
Fix USB Circuit,1,150.00,150.00,150.00,150.00,2025-05-11,1118
The BIOS was adjusted to match the affected section of the processor,1,350.00,350.00,350.00,350.00,2025-05-05,1107
Change SSD Socket,1,850.00,850.00,850.00,850.00,2025-05-08,1115
Change Wifi Card,1,350.00,350.00,350.00,350.00,2025-05-18,1125
Rebuild Bios And Reprograming,1,1200.00,1200.00,1200.00,1200.00,2025-05-21,1129
Change Motherboard i5-6th,1,3750.00,3750.00,3750.00,3750.00,2025-05-23,1131
Fix Issue,1,450.00,450.00,450.00,450.00,2025-05-31,1135
Fix Charging and SW Circuit,1,650.00,650.00,650.00,650.00,2025-05-31,1139
Visit on 27-5-2025,1,750.00,750.00,750.00,750.00,2025-05-31,1140
Dell Latitude 5530 Unlock ACC Secuirty 3*750,1,2250.00,2250.00,2250.00,2250.00,2025-05-31,1143
Fix Acer Power Socket,1,150.00,150.00,150.00,150.00,2025-05-31,1143
Change New Screen 14 insh,1,2100.00,2100.00,2100.00,2100.00,2025-05-31,1144
Fix Power Issue + Change Power Socket),1,1450.00,1450.00,1450.00,1450.00,2025-06-01,1145
Removing traces of liquid,1,0.00,0.00,0.00,0.00,2025-06-02,1146
Replace motherboard i5-10th gen,1,8500.00,8500.00,8500.00,8500.00,2025-04-09,1089
External Rack USB 3 T.C,1,150.00,150.00,150.00,150.00,2025-06-02,1147
Discount 30% to Cooling System,1,-105.00,-105.00,-105.00,-105.00,2025-06-02,1147
Discount on the total invoice for Eng Mohamed,1,-530.00,-530.00,-530.00,-530.00,2025-06-02,1147
Fix Firmware Issue,1,1100.00,1100.00,1100.00,1100.00,2025-06-02,1148
Change New Keyboard (First High Copy),1,1450.00,1450.00,1450.00,1450.00,2025-06-04,1150
Precision 5540 Not Charge (Fix Charging Circuit),1,450.00,450.00,450.00,450.00,2025-06-04,1152
Precision 5540 Not Charge (Chinge Socket From No Power),1,0.00,0.00,0.00,0.00,2025-06-04,1152
Precision 5540 No Power,1,0.00,0.00,0.00,0.00,2025-06-04,1152
(33YHD Battery (FHC,1,1650.00,1650.00,1650.00,1650.00,2025-06-10,1153
Change New Fan Dell Inspiron 5558,1,550.00,550.00,550.00,550.00,2025-06-11,1156
Autodesk Account Activation 3 Years,1,1200.00,1200.00,1200.00,1200.00,2025-06-12,1157
Install 2 Adobe programs + Rhino,1,300.00,300.00,300.00,300.00,2025-06-12,1157
"Activation of Corona, in Ray,",1,100.00,100.00,100.00,100.00,2025-06-12,1157
Change Charger Power Cable 130W,1,200.00,200.00,200.00,200.00,2025-06-12,1159
Upgread Ram + SSD Free,1,0.00,0.00,0.00,0.00,2025-06-12,1159
Add SSD 256G Nvme + Install HD + Install Windows + Basic Programs + Orignal Drivers,1,1250.00,1250.00,1250.00,1250.00,2025-06-12,1160
Edite Bios Architectural and reprogramming,1,850.00,850.00,850.00,850.00,2025-06-11,1155
Add RAM 2*8 G,1,1450.00,1450.00,1450.00,1450.00,2025-06-16,1161
Repaired the broken housing by soldering as much as possible.,1,150.00,150.00,150.00,150.00,2025-06-17,1166
Fix Clicks Free,1,0.00,0.00,0.00,0.00,2025-06-17,1166
Fix Bios And Add DMI,1,650.00,650.00,650.00,650.00,2025-06-16,1162
تكاليف فحص وشغل ورفض العميل بعد انهاء العمل,1,500.00,500.00,500.00,500.00,2025-06-21,1168
تم اصلاح الضرر الناتج عن تجريح المفك من تراكات مقطوعه و تعويض المكونات - استبدال المكونات التالفه فدائره العرض,1,2150.00,2150.00,2150.00,2150.00,2025-06-28,1174
اصلاح دائه الUSB واستبدال المكونات التالفه,1,450.00,450.00,450.00,450.00,2025-06-28,1175
Fix Bios And Reprogrming,1,450.00,450.00,450.00,450.00,2025-06-28,1176
Change Hosang (A-B) + Fix Hings,1,950.00,950.00,950.00,950.00,2025-06-17,1164
Repaired T.C circuit to fix short circuit issue and RAM circuit to resolve no display problem.,1,2650.00,2650.00,2650.00,2650.00,2025-06-30,1179
Light Cooling System,1,350.00,350.00,350.00,350.00,2025-06-30,1179
اصلاح مفصلات,1,750.00,750.00,750.00,750.00,2025-07-02,1180
كادييي,1,100.00,100.00,100.00,100.00,2025-07-02,1180
Fix Charging Circuit + Replacement of damaged components,1,1650.00,1650.00,1650.00,1650.00,2025-06-27,1173
discount,1,-250.00,-250.00,-250.00,-250.00,2025-06-27,1173
Diagnosed and resolved data issue by repairing and reprogramming the BIOS.,1,1350.00,1350.00,1350.00,1350.00,2025-06-26,1172
Fixed short circuit in motherboard and repaired charging circuit.,1,1350.00,1350.00,1350.00,1350.00,2025-07-06,1182
Change New Charger High Copy,1,450.00,450.00,450.00,450.00,2025-07-07,1183
Change Matherboard i5-6th,1,4500.00,4500.00,4500.00,4500.00,2025-07-13,1187
Fix Boot Issue,1,200.00,200.00,200.00,200.00,2025-07-13,1188
Change Orignal New Battery,1,1750.00,1750.00,1750.00,1750.00,2025-07-13,1192
Charger High Copy,1,400.00,400.00,400.00,400.00,2025-07-14,1193
Discount 20%,1,-130.00,-130.00,-130.00,-130.00,2025-07-19,1198
Change Keyboard Orignal,1,1250.00,1250.00,1250.00,1250.00,2025-07-20,1201
Fix SW Circuit + Charging Circuit,1,2350.00,2350.00,2350.00,2350.00,2025-06-29,1178
Fix Battery Out Source,1,550.00,550.00,550.00,550.00,2025-06-29,1178
Full Chack,1,150.00,150.00,150.00,150.00,2025-07-22,1204
Change New Screen (Orignal),1,3200.00,3200.00,3200.00,3200.00,2025-07-23,1212
Fix Full Hosing (L-R),1,800.00,800.00,800.00,800.00,2025-07-23,1212
Switch Housing (A-B),1,450.00,450.00,450.00,450.00,2025-07-24,1215
20% Discount on regular maintenance service,1,-170.00,-170.00,-170.00,-170.00,2025-07-24,1215
"Removed liquid residue and repaired damaged components, resulting in restoring the two USB ports",1,1150.00,1150.00,1150.00,1150.00,2025-07-24,1216
Fixed power system circuit and reset connection between BIOS and PCH,1,1250.00,1250.00,1250.00,1250.00,2025-07-24,1213
Change New Power Socket + Fix Power Issue (Change IO And Rebrograming),1,3250.00,3250.00,3250.00,3250.00,2025-07-23,1211
Fix Bios And Reprograming Chip,1,650.00,650.00,650.00,650.00,2025-07-28,1222
"Change New Screen 16"" 120HZ",1,6450.00,6450.00,6450.00,6450.00,2025-08-02,1226
Add SSD 128G + Install Windows + Basic Programs + Orignal Drivers + Orignail License,1,1150.00,1150.00,1150.00,1150.00,2025-08-04,1228
Change Ethernat Port,1,650.00,650.00,650.00,650.00,2025-08-05,1232
Dell XPS 13-9360 Buit In Battery,1,1850.00,1850.00,1850.00,1850.00,2025-08-05,1233
Change New Battery For HP 15-DA (HC),1,1250.00,1250.00,1250.00,1250.00,2025-08-06,1238
Fix Bios Issue - ReBuild Orignail Bios and Reprograming,1,750.00,750.00,750.00,750.00,2025-08-05,1235
Fix TB Flat,1,0.00,0.00,0.00,0.00,2025-08-05,1234
Repaired the right hinge by resoldering and rebuilt all screw bases,1,750.00,750.00,750.00,750.00,2025-08-06,1239
Change New Screen FHD 144HZ Orignal Quilty,1,3850.00,3850.00,3850.00,3850.00,2025-08-05,1231
Repaired lifted housing and reinforced hinge support,1,850.00,850.00,850.00,850.00,2025-08-05,1231
Add 128G SSD + Install,1,1150.00,1150.00,1150.00,1150.00,2025-08-05,1236
ACC,1,300.00,300.00,300.00,300.00,2025-08-05,1236
Repaired right housing and reinforced hinge support,1,550.00,550.00,550.00,550.00,2025-08-02,1227
"Repaired the housing damage caused by a fall, including hinge repair and reinforcement of the left-side mounts. Straightened the deformed area of the housing that was preventing proper screen installation",1,650.00,650.00,650.00,650.00,2025-08-07,1242
Change New Keyboard Backliht,1,1850.00,1850.00,1850.00,1850.00,2025-08-07,1243
Repaired the right hinge area of the housing,1,650.00,650.00,650.00,650.00,2025-08-08,1244
Cooling System Maintenance Ultra Thermal Grazly,1,1200.00,1200.00,1200.00,1200.00,2025-08-08,1244
Add SSD 256G + Install Windows + Basic Programs + Orignal Drivers,1,1450.00,1450.00,1450.00,1450.00,2025-08-09,1248
Add 2 Ram 8G,1,1500.00,1500.00,1500.00,1500.00,2025-08-09,1248
Descount,1,-100.00,-100.00,-100.00,-100.00,2025-08-09,1248
Add SSD 128G + Install Windows + Basic Programs + Orignal Drivers,1,1100.00,1100.00,1100.00,1100.00,2025-08-09,1249
Change New Battery Orignal Quilty,1,3350.00,3350.00,3350.00,3350.00,2025-08-09,1246
Cooling System Maintenance Ultra Thermal Grazzly,1,1200.00,1200.00,1200.00,1200.00,2025-08-09,1246
Fixed Manufacturer Mode issue,1,1100.00,1100.00,1100.00,1100.00,2025-08-09,1245
Fixed no data issue - repaired RAM circuit.,1,1550.00,1550.00,1550.00,1550.00,2025-08-06,1237
"Fixed power issue, repaired RAM circuit, and resolved connection conflict between BIOS and PCH",1,1150.00,1150.00,1150.00,1150.00,2025-08-09,1247
Change New KB Orignal Quilty,1,1350.00,1350.00,1350.00,1350.00,2025-08-15,1259
Fix Poweer Issue - Charging Circuit,1,1750.00,1750.00,1750.00,1750.00,2025-08-16,1260
Set of screws,1,100.00,100.00,100.00,100.00,2025-08-14,1258
Left hinge cover,1,75.00,75.00,75.00,75.00,2025-08-14,1258
Change New Battery 68W Orignal Quilty,1,1950.00,1950.00,1950.00,1950.00,2025-08-18,1269
"Fixed charging circuit; device was drawing high current during charging, causing damage to other circuits.",1,750.00,750.00,750.00,750.00,2025-08-04,1229
Add 2 Ram 2*4G,1,750.00,750.00,750.00,750.00,2025-08-19,1273
Change New Keyboard Orignal Quilty,1,1750.00,1750.00,1750.00,1750.00,2025-07-23,1209
اذاله اثار السائل وتغيير المكونات المتضرره - اصلاح مشكله داءره الباور و الشحن,1,1850.00,1850.00,1850.00,1850.00,2025-07-23,1209
Descoint,1,-250.00,-250.00,-250.00,-250.00,2025-07-23,1209
Change New Battery High.C,1,950.00,950.00,950.00,950.00,2025-08-18,1270
Change New Keyboard High.C,1,650.00,650.00,650.00,650.00,2025-08-18,1270
Actie Windows and Office,1,75.00,75.00,75.00,75.00,2025-08-18,1270
Add New Battery High.C,1,850.00,850.00,850.00,850.00,2025-08-20,1274
t 2323p,1,1800.00,1800.00,1800.00,1800.00,2025-08-20,1276
Change New Screen 15.6 LCD,1,3200.00,3200.00,3200.00,3200.00,2025-08-24,1281
Fixed power issue – 5V power system short; replaced all damaged components.,1,1950.00,1950.00,1950.00,1950.00,2025-08-18,1267
Fix Boot Issue ( Fix Original Bios and Reprograming),1,1350.00,1350.00,1350.00,1350.00,2025-08-21,1277
Fix Bios and Rebrograming,1,850.00,850.00,850.00,850.00,2025-08-23,1278
Fix HD Flat,1,250.00,250.00,250.00,250.00,2025-08-23,1278
Fixed housing – right hinge repair.,1,750.00,750.00,750.00,750.00,2025-08-28,1284
Change New KB  High Copy,1,650.00,650.00,650.00,650.00,2025-09-02,1286
Reboling PCH + Fix Power Circuit,1,4250.00,4250.00,4250.00,4250.00,2025-09-03,1288
Fix Full Hosing (A) Hings,1,1050.00,1050.00,1050.00,1050.00,2025-08-30,1285
Change New Battery 33YDH Orignal,1,2100.00,2100.00,2100.00,2100.00,2025-09-04,1290
Windows 11 Pro OEM Key For 1 Pc | مفتاح تفعيل ويندوز 11 برو لجهاز واحد,1,350.00,350.00,350.00,350.00,2025-09-04,1291
Change New /screen,1,1850.00,1850.00,1850.00,1850.00,2025-09-04,1292
ADD RAM 16G 3200,1,2300.00,2300.00,2300.00,2300.00,2025-09-06,1297
Fix Power Issue | Fix T.C Socket,1,850.00,850.00,850.00,850.00,2025-09-06,1294
Change New Battery YRDD6 Battery H.C,1,1200.00,1200.00,1200.00,1200.00,2025-09-06,1298
Add SSD 512 + Install HD + Install Windows + Basic Programs + Orignal Drivers,1,2150.00,2150.00,2150.00,2150.00,2025-09-09,1300
Replaced complete bottom case (including CD + Keyboard) for Dell G3 3500,1,4200.00,4200.00,4200.00,4200.00,2025-09-09,1299
Added 8GB DDR4 RAM.,1,850.00,850.00,850.00,850.00,2025-09-09,1299
Change New Battery HC WD,1,1150.00,1150.00,1150.00,1150.00,2025-09-11,1307
Change New Keybord Original For HP Elitebook 850 G6,1,1650.00,1650.00,1650.00,1650.00,2025-09-13,1308
Add SSD 256G,1,850.00,850.00,850.00,850.00,2025-09-13,1308
